label,Comment,text,,,
Yes,,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,,,
No,,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,,,
Yes,,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,,,
Yes,,S..antha num corrct dane,,,
Yes,,No calls..messages..missed calls,,,
Yes,,"Sorry, I'll call later",,,
Yes,,The basket's gettin full so I might be by tonight,,,
Yes,,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,,,
Yes,,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,,,
No,,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,,,
Yes,,Eh den sat u book e kb liao huh...,,,
Yes,,Have you been practising your curtsey?,,,
Yes,,Shall i come to get pickle,,,
Yes,,Lol boo I was hoping for a laugh,,,
Yes,,\YEH I AM DEF UP4 SOMETHING SAT,"JUST GOT PAYED2DAY & I HAVBEEN GIVEN Aå£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV\""""",,
Yes,,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",,,
Yes,,LMAO where's your fish memory when I need it?,,,
Yes,,But i'll b going 2 sch on mon. My sis need 2 take smth.,,,
Yes,,Idea will soon get converted to live:),,,
No,,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,,,
Yes,,S....s...india going to draw the series after many years in south african soil..,,,
Yes,,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",,,
Yes,,Can't take any major roles in community outreach. You rock mel,,,
Yes,,Shopping lor. Them raining mah hard 2 leave orchard.,,,
Yes,,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,,,
Yes,,See the forwarding message for proof,,,
Yes,,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",,,
Yes,,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,,,
Yes,,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",,,
Yes,,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",,,
No,,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,,,
Yes,,Ambrith..madurai..met u in arun dha marrge..remembr?,,,
Yes,,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,,,
Yes,,"Princess, is your kitty shaved or natural?",,,
Yes,,"Better than bb. If he wont use it, his wife will or them doctor",,,
Yes,,Ya it came a while ago,,,
Yes,,From tomorrow onwards eve 6 to 3 work.,,,
Yes,,Anything lor but toa payoh got place 2 walk meh...,,,
Yes,,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",,,
No,,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",,,
Yes,,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,,,
Yes,,U having lunch alone? I now so bored...,,,
Yes,,"Yes obviously, but you are the eggs-pert and the potato head‰Û_ Speak soon! ",,,
Yes,,"Nah man, my car is meant to be crammed full of people",,,
Yes,,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,,,
Yes,,Kallis is ready for bat in 2nd innings,,,
Yes,,Thanx but my birthday is over already.,,,
Yes,,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",,,
Yes,,"I noe la... U wana pei bf oso rite... K lor, other days den...",,,
Yes,,"Yes, i'm small kid.. And boost is the secret of my energy..",,,
Yes,,IM GONNA MISS U SO MUCH,,,
Yes,,Is avatar supposed to have subtoitles,,,
Yes,,Simply sitting and watching match in office..,,,
Yes,,You can jot down things you want to remember later.,,,
Yes,,Oh sorry please its over,,,
Yes,,Hey are we going for the lo lesson or gym? ,,,
Yes,,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",,,
Yes,,You always make things bigger than they are,,,
Yes,,ÌÏ dun wan to watch infernal affair?,,,
Yes,,"Me not waking up until 4 in the afternoon, sup",,,
No,,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,,,
Yes,,I can send you a pic if you like :),,,
Yes,,Okay... I booked all already... Including the one at bugis.,,,
Yes,,"Aight fuck it, I'll get it later",,,
Yes,,No de. But call me after some time. Ill tell you k,,,
Yes,,So dont use hook up any how,,,
Yes,,How much is blackberry bold2 in nigeria.,,,
Yes,,Hi where you. You in home or calicut?,,,
Yes,,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,,,
No,,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",,,
Yes,,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",,,
Yes,,Y so late but i need to go n get da laptop...,,,
Yes,,"Sir, I am waiting for your mail.",,,
Yes,,.Please charge my mobile when you get up in morning.,,,
Yes,,"Nothing, i got msg frm tht unknown no..",,,
Yes,,Ugh fuck it I'm resubbing to eve,,,
Yes,,He didn't see his shadow. We get an early spring yay,,,
Yes,,I did. One slice and one breadstick. Lol,,,
Yes,,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",,,
Yes,,Is there any training tomorrow?,,,
No,,"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",,,
Yes,,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,,,
Yes,,Cos daddy arranging time c wat time fetch Ì_ mah...,,,
Yes,,Then. You are eldest know.,,,
Yes,,Who's there say hi to our drugdealer,,,
Yes,,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,,,
No,,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",,,
No,,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,,,
Yes,,Good night my dear.. Sleepwell&amp;Take care,,,
Yes,,That is wondarfull song,,,
No,,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",,,
Yes,,Yar lor actually we quite fast... Cos da ge slow wat... Haha...,,,
Yes,,Must come later.. I normally bathe him in da afternoon mah..,,,
Yes,,"Trust me. Even if isn't there, its there.",,,
Yes,,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,,,
No,,85233 FREE>Ringtone!Reply REAL,,,
Yes,,I can take you at like noon,,,
Yes,,Where is it. Is there any opening for mca.,,,
Yes,,I'm aight. Wat's happening on your side.,,,
Yes,,I'm done oredi...,,,
Yes,,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",,,
Yes,,How are you. Wish you a great semester,,,
Yes,,Moji i love you more than words. Have a rich day,,,
Yes,,Dude how do you like the buff wind.,,,
Yes,,\alright babe," justthought iåÕd sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.\""""",,
No,,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,,,
Yes,,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",,,
Yes,,S:-)kallis wont play in first two odi:-),,,
Yes,,Then get some cash together and I'll text jason,,,
Yes,,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",,,
No,,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",,,
No,,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,,,
Yes,,"Probably, want to pick up more?",,,
Yes,,I'm done...,,,
Yes,,Are you the cutest girl in the world or what,,,
Yes,,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",,,
No,,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",,,
Yes,,Oh Howda gud gud.. Mathe en samachara chikku:-),,,
Yes,,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,,,
Yes,,Audrie lousy autocorrect,,,
Yes,,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,,,
Yes,,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,,,
Yes,,I fetch yun or u fetch?,,,
Yes,,Thank you. I like you as well...,,,
Yes,,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",,,
No,,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",,,
Yes,,Lara said she can loan me  &lt;#&gt; .,,,
Yes,,Do we have any spare power supplies,,,
Yes,,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,,,
No,,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,,,
Yes,,"Yeah, don't go to bed, I'll be back before midnight",,,
No,,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",,,
Yes,,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,,,
Yes,,"It's that time of the week again, ryan",,,
Yes,,Wish u many many returns of the day.. Happy birthday vikky..,,,
No,,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",,,
Yes,,I hope you know I'm still mad at you.,,,
Yes,,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",,,
Yes,,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),,,
Yes,,Do you know when the result.,,,
No,,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,,,
Yes,,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",,,
Yes,,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",,,
Yes,,You do got a shitload of diamonds though,,,
Yes,,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,,,
Yes,,Well I'm going to be an aunty!,,,
Yes,,Mine here like all fr china then so noisy.,,,
Yes,,Later i guess. I needa do mcat study too.,,,
Yes,,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),,,
No,,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,,,
Yes,,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",,,
Yes,,If he started searching he will get job in few days.he have great potential and talent.,,,
Yes,,"Carlos took a while (again), we leave in a minute",,,
Yes,,Well done and ! luv ya all ,,,
Yes,,Then why you came to hostel.,,,
Yes,,K still are you loving me.,,,
Yes,,But i juz remembered i gotta bathe my dog today..,,,
